heterozygosity, FROH, species
0.9120939993482243, 0.8706837003682664, Seriatopora
0.7592076514417425, 0.17524972155598806, Hydnophora rigida
0.6765613576725774, 0.740209253625846, Hydnophora rigida
0.021376281366212724, 0.7834734457179658, Favites
0.6608743268938546, 0.40247976235924543, Pachyseris
0.094439590374785, 0.35082538886641845, Hydnophora rigida
0.8311625697859529, 0.49486143929279214, Hydnophora rigida
0.11274904240000116, 0.25240970683385, Pachyseris
0.5668296093599882, 0.08781356992772271, Hydnophora rigida
0.17462608677822655, 0.40244354854709663, Hydnophora rigida
0.7906066290530853, 0.6417810642215286, Hydnophora rigida
0.033682798780728995, 0.6243720310005982, Hydnophora rigida
0.7959711823591975, 0.9109286003005556, Favites
0.6894372729004399, 0.9740062252972396, Unknown
0.4918456636903529, 0.89282827645903, Hydnophora rigida
0.08855376970060502, 0.7573318155775003, Pachyseris
0.9375502625627335, 0.8052203251413415, Hydnophora rigida
0.0843622262855469, 0.236706014868733, Hydnophora rigida
0.4693936699909217, 0.8426689305327683, Hydnophora rigida
0.8056126484520902, 0.5474153145014274, Favites
0.08564645309057428, 0.5176659121924236, Physogyra lichtensteini
0.24437951602435493, 0.05344529889300531, Hydnophora rigida
0.8928055864110915, 0.30348101847988396, Physogyra lichtensteini
0.47861108066366376, 0.31534911879557115, Unknown
0.19040067625794943, 0.47065548546782077, Hydnophora rigida
0.25304423289892997, 0.11958451001651416, Hydnophora rigida
0.7623392476916406, 0.1696737975887882, Pachyseris
0.9585402388542027, 0.18779783861132038, Hydnophora rigida
0.762317523333699, 0.06927260543003788, Unknown
0.3200071264548999, 0.19190501548197159, Unknown
0.7915814055455913, 0.6003658080447096, Unknown
0.4895210483183816, 0.9126380431266444, Hydnophora rigida
0.29635068449949553, 0.7809522307862616, Hydnophora rigida
0.6019612076672751, 0.34719900065089127, Hydnophora rigida
0.22195087706133376, 0.10886956653636626, Hydnophora rigida
0.3860726209243748, 0.42695796039526945, Pachyseris
0.006597664201326903, 0.21245668334578127, Physogyra lichtensteini
0.3581746375941489, 0.5797717630299458, Hydnophora rigida
0.19671433235614422, 0.28968613752080186, Hydnophora rigida
0.40962176915753945, 0.2429776662165548, Seriatopora
0.10956164233446897, 0.6998551663165944, Physogyra lichtensteini
0.08570312337117136, 0.4823857335295012, Hydnophora rigida
0.7475955037311852, 0.4552574283430202, Hydnophora rigida
0.18300984615728033, 0.15532284336234203, Favites
0.015087390905166198, 0.6527293211806633, Hydnophora rigida
0.9137511872205651, 0.2851511522251742, Hydnophora rigida
0.9259405376760327, 0.13602774364500025, Hydnophora rigida
0.5828703770935633, 0.8972751585628966, Seriatopora
0.31261954974745043, 0.8442908907601042, Physogyra lichtensteini
0.9982675680119899, 0.4325360366474297, Hydnophora rigida
0.15001405082385155, 0.828781818316302, Hydnophora rigida
0.9944814722908323, 0.29945504485845276, Hydnophora rigida
0.12496399018079785, 0.18980807413994827, Unknown
0.3510546414045185, 0.05641157448340395, Unknown
0.5310583246744428, 0.015446815933798597, Hydnophora rigida
0.3236036385238463, 0.9748293552159994, Hydnophora rigida
0.806417367773567, 0.7561117621897717, Physogyra lichtensteini
0.9603192596307932, 0.16494376566414626, Pachyseris
0.5394744309726107, 0.808328187463739, Hydnophora rigida
0.49932527745900834, 0.37406939402276795, Hydnophora rigida
0.801123907138369, 0.09482404095162944, Pachyseris
0.7970989519399762, 0.8443452163713461, Physogyra lichtensteini
0.11986628696399715, 0.43628215838010287, Hydnophora rigida
0.2459858565996741, 0.5054112027117624, Unknown
0.626783088269643, 0.944403799673401, Favites
0.37725025715584737, 0.6061109705099065, Favites
0.06345742593276682, 0.9266291741663067, Favites
0.37319863068117876, 0.7687100027714726, Hydnophora rigida
0.07411585222570116, 0.8307774358796782, Physogyra lichtensteini
0.04444198706739688, 0.44263547970145134, Hydnophora rigida
0.2930118811346868, 0.9738312790487862, Hydnophora rigida
0.7545425211849653, 0.5347400656756575, Hydnophora rigida
0.9532474214057496, 0.9375010438897756, Hydnophora rigida
0.5887485227251591, 0.2549742631445273, Seriatopora
0.9879402670670555, 0.8731773188595333, Favites
0.19807449786873876, 0.8379354237979149, Unknown
0.04296878218210631, 0.7631557164827059, Seriatopora
0.38370420165888686, 0.22545281002334217, Physogyra lichtensteini
0.7809414285153898, 0.4337968264620877, Physogyra lichtensteini
0.7631174432843942, 0.503838872347046, Seriatopora
0.8642419731112929, 0.3044523220705476, Hydnophora rigida
0.5372399039534632, 0.42864948985104745, Hydnophora rigida
0.5266766957283981, 0.24060845069071046, Unknown
0.8159569701371645, 0.9979363986532672, Pachyseris
0.12912113846325912, 0.3741846058227558, Hydnophora rigida
0.7202795356723456, 0.8728076094911873, Hydnophora rigida
0.06683133145592302, 0.7013020715586804, Pachyseris
0.01534090572860014, 0.84228521415064, Hydnophora rigida
0.5462040349499933, 0.7284961847858082, Seriatopora
0.09218890863291451, 0.7209779363787251, Pachyseris
0.17170437946794403, 0.048000575657445754, Unknown
0.3336039494667591, 0.7156414571984058, Favites
0.11671916814082994, 0.7900241754587035, Pachyseris
0.562586703539477, 0.8972672640124405, Unknown
0.41093136589408796, 0.9154373465245454, Favites
0.28584169213022836, 0.08796288372263072, Hydnophora rigida
0.3981472048978115, 0.7070548413390022, Hydnophora rigida
0.4272124429843197, 0.3461223512894509, Hydnophora rigida
0.8858256316820209, 0.9598458828110615, Hydnophora rigida
0.4370513433075318, 0.21469593645870122, Hydnophora rigida
0.6170603100656888, 0.45064469971809085, Pachyseris
0.05532146800472615, 0.8373828814750168, Favites
0.928543776915434, 0.6300946686811119, Hydnophora rigida
0.7572593796835329, 0.8152660115296066, Unknown
0.9758807191470513, 0.2468756474807977, Pachyseris
0.2516588486426602, 0.20098381860276981, Hydnophora rigida
0.9681493711346337, 0.4089628350914932, Seriatopora
0.13996874216213195, 0.5627248084841693, Unknown
0.7118132213261392, 0.9446648762458193, Hydnophora rigida
0.06917660160030148, 0.3194000303205877, Favites
0.6050391293007165, 0.9922718947181771, Hydnophora rigida
0.05952488938339007, 0.6896427695412348, Hydnophora rigida
0.362887120491038, 0.9003473608509436, Hydnophora rigida
0.2584735145686684, 0.05292049925755027, Seriatopora
0.02612698446065609, 0.38269240904762314, Hydnophora rigida
0.7325797418761093, 0.728460512993608, Physogyra lichtensteini
0.45145854848872025, 0.3174953266729773, Seriatopora
0.8631900153867232, 0.8324185601659433, Unknown
0.5299239580039274, 0.5881431076590444, Hydnophora rigida
0.8489658403004018, 0.3925588350271534, Hydnophora rigida
0.31943560507843716, 0.8132667864911779, Hydnophora rigida
0.3195982637534255, 0.45837835029516905, Hydnophora rigida
0.2603223447124632, 0.4730123635772837, Unknown
0.42498833052394713, 0.5556675627876276, Hydnophora rigida
0.8923673833105924, 0.9725253788393047, Hydnophora rigida
0.47970618370144535, 0.16902498595621485, Hydnophora rigida
0.3485713543475423, 0.20654345365455573, Seriatopora
0.6821532791016668, 0.8443593053687235, Seriatopora
0.16201095566638912, 0.1200404877368193, Pachyseris
0.9488359434242292, 0.02035085229174327, Hydnophora rigida
0.4709917683018293, 0.34964608094828664, Hydnophora rigida
0.8197366489163608, 0.2978693285139862, Seriatopora
0.07085548628776739, 0.6509227183822709, Unknown
0.10641362333582116, 0.16459175968488426, Seriatopora
0.5076980157268141, 0.4454022335970723, Hydnophora rigida
0.43163878973926906, 0.8384704574550803, Hydnophora rigida
0.393481228271254, 0.5842905070300947, Hydnophora rigida
0.4638557171162767, 0.3538201740360122, Hydnophora rigida
0.4881375470214211, 0.8862628314517179, Hydnophora rigida
0.3173645436378586, 0.8329958295111314, Hydnophora rigida
0.5370197145198317, 0.6752612550804861, Hydnophora rigida
0.7603021024375729, 0.43001790401490025, Physogyra lichtensteini
0.8661409265480368, 0.4977065221334315, Hydnophora rigida
0.7987268314889757, 0.46408012598394166, Hydnophora rigida
0.028147397395793083, 0.6465449493775898, Hydnophora rigida
0.5256924710508425, 0.10716003980642352, Hydnophora rigida
0.6706003110033836, 0.748923163518265, Hydnophora rigida
0.37521484067374167, 0.44993425231542894, Favites
0.07520348541365707, 0.26537204295312644, Pachyseris
0.6690645051338189, 0.5973082549166618, Favites
0.5903303447221735, 0.08704728629795822, Pachyseris
0.734630016895089, 0.6109364465621556, Hydnophora rigida
0.36694608200347556, 0.49922671689883047, Seriatopora
0.007530155344974587, 0.9979264772565508, Hydnophora rigida
0.28930037596339264, 0.3641917425976081, Hydnophora rigida
0.4023605568193692, 0.4218735418900471, Favites
0.6289274014495723, 0.6570429820650515, Unknown
0.4505025950916075, 0.05576371835365357, Unknown
0.45365097483915073, 0.7314622125286676, Hydnophora rigida
0.020099581590442117, 0.991926377153449, Hydnophora rigida
0.9625125244698763, 0.8702491477164267, Hydnophora rigida
0.6863813543914089, 0.1331421312675921, Hydnophora rigida
0.46171619925580054, 0.13555276856570353, Hydnophora rigida
0.25667302134099035, 0.05516730573572237, Physogyra lichtensteini
0.4213455714087472, 0.061250851713987586, Favites
0.419190816155518, 0.12314717807906683, Favites
0.5514063710686972, 0.8987768575721663, Favites
0.6580479516028851, 0.9980932205834893, Pachyseris
0.2783441594158823, 0.677741460935575, Pachyseris
0.24671791585865965, 0.49964797930905214, Hydnophora rigida
0.6481436258203351, 0.05098096066800506, Hydnophora rigida
0.03321087153118785, 0.5375435628859291, Unknown
0.8800916221740238, 0.37655202822320066, Pachyseris
0.4014613360818159, 0.04864535272756054, Hydnophora rigida
0.8222167917657959, 0.34500246538403867, Hydnophora rigida
0.7389446343445876, 0.8701257490285648, Unknown
0.7487860729745276, 0.051646715447299374, Unknown
0.06081313391837573, 0.6972389012674932, Seriatopora
0.9653648704234972, 0.15697261536314955, Seriatopora
0.647643406842261, 0.384989064189321, Unknown
0.6788769139294726, 0.7995665651072673, Hydnophora rigida
0.35545505249161335, 0.3921537918083041, Physogyra lichtensteini
0.16482760696260979, 0.490355741706497, Hydnophora rigida
0.04082397348200506, 0.9728158050943148, Unknown
0.5468547151578996, 0.1311259688220182, Pachyseris
0.9960760285310238, 0.1188785697466953, Hydnophora rigida
0.5128585853732388, 0.7942599366807368, Favites
0.6466143359643496, 0.6717363130606316, Hydnophora rigida
0.5762112853582014, 0.7457094759817912, Hydnophora rigida
0.941954458633514, 0.15119233024394974, Seriatopora
0.5827033612594237, 0.644631978489772, Hydnophora rigida
0.48415337861871954, 0.5378938262707353, Hydnophora rigida
0.40802806955274074, 0.8306813895529741, Hydnophora rigida
0.13619478577241206, 0.055225403377034965, Hydnophora rigida
0.15854688756779856, 0.922493179836613, Pachyseris
0.8298302395464245, 0.3901365423586245, Hydnophora rigida
0.1774285786527532, 0.4445647381833616, Pachyseris
0.24322741820054283, 0.9033788209575401, Hydnophora rigida
0.2058151816524727, 0.17223598060316314, Hydnophora rigida
0.7998638120484061, 0.312154407598614, Hydnophora rigida
0.4644779566340892, 0.30420291089388196, Hydnophora rigida
0.02142979193982475, 0.7992714776094427, Pachyseris
0.27403255880967436, 0.9491838351411003, Physogyra lichtensteini
0.12763864069493802, 0.5053547116687893, Seriatopora
0.5975656347814553, 0.9829466511533164, Hydnophora rigida
0.41980795312157015, 0.8871404653556481, Hydnophora rigida
0.2648385295164015, 0.41244489453380384, Pachyseris
0.15721783490651953, 0.3296545472436295, Hydnophora rigida
0.4214673070001459, 0.40644740343307906, Hydnophora rigida
0.8713314565228656, 0.19971876037165526, Hydnophora rigida
0.44851026250835, 0.6783553292188703, Hydnophora rigida
0.7664575611299399, 0.26390734679884, Hydnophora rigida
0.6055093550556958, 0.5997109729319556, Seriatopora
0.7595070423901247, 0.021304179365642772, Physogyra lichtensteini
0.45279447758164826, 0.9185969710020309, Hydnophora rigida
0.7164374401539567, 0.20687983637449592, Hydnophora rigida
0.7582587193546259, 0.9638520237760106, Pachyseris
0.1812639688338713, 0.5906212246488086, Pachyseris
0.30575788759995337, 0.6129779575626803, Hydnophora rigida
0.5044418838788813, 0.6240882105707035, Hydnophora rigida
0.021023695686286814, 0.8545699382040646, Unknown
0.45340013425796677, 0.9043634220508678, Unknown
0.4474352237283937, 0.0914852752158073, Physogyra lichtensteini
0.6602147828933472, 0.330094265050088, Seriatopora
0.16047642300704412, 0.8983595266337341, Hydnophora rigida
0.807427580472023, 0.05165333068421318, Hydnophora rigida
0.475454180186624, 0.21755105778426742, Favites
0.3033744842172814, 0.34747453291876007, Favites
0.30460178574665486, 0.9498783757688304, Hydnophora rigida
0.5618372421575157, 0.1371780346123137, Favites
0.9526049376318689, 0.3758381551162763, Unknown
0.5428467733243169, 0.7916735058262079, Hydnophora rigida
0.7364942463461907, 0.6996560301238705, Seriatopora
0.7426382807139799, 0.8454081701341541, Unknown
0.976119952628273, 0.9801800477798099, Hydnophora rigida
0.3692358729312163, 0.20435659161729647, Hydnophora rigida
0.9354872346228268, 0.5250430429227455, Unknown
0.5862360939918304, 0.6872830644213984, Hydnophora rigida
0.9265653947877035, 0.6322833673665601, Hydnophora rigida
0.9168884151615299, 0.15263771353028488, Hydnophora rigida
0.24278543640438444, 0.4405373801287731, Physogyra lichtensteini
0.11079463985549487, 0.7453109408413875, Hydnophora rigida
0.22919910453538328, 0.6102611118588568, Hydnophora rigida
0.7612646699884872, 0.7167783895483377, Hydnophora rigida
0.557506852529867, 0.34566157627254923, Seriatopora
0.7749918011400503, 0.5223182213650802, Seriatopora
0.6224364118600235, 0.45865437612861637, Hydnophora rigida
0.05483487675970411, 0.6385084635273999, Unknown
0.038410046716164215, 0.11079046010074434, Hydnophora rigida
0.907470308268945, 0.5054473133382383, Hydnophora rigida
0.8776788575911957, 0.20429396173863734, Seriatopora
0.7344289580297825, 0.6415815212956248, Favites
0.9572006449327792, 0.14827168395070012, Unknown
0.08155909636179282, 0.856405564056894, Hydnophora rigida
0.5432062952920611, 0.711320937000477, Pachyseris
0.2152787714925718, 0.4371790870283925, Hydnophora rigida
0.6873153154349606, 0.8414478522950631, Pachyseris
0.5325590122412782, 0.586441395943391, Seriatopora
0.13504762606850718, 0.9804012331444487, Pachyseris
0.4687513246944429, 0.4776851069546627, Hydnophora rigida
0.40526494594711626, 0.21199037735547455, Hydnophora rigida
0.6586373816838432, 0.921615402850682, Physogyra lichtensteini
0.4530656110604985, 0.5072038308626714, Hydnophora rigida
0.8067362027795201, 0.02644430677847065, Hydnophora rigida
0.9926068414156352, 0.43056880958323807, Pachyseris
0.09327773326679079, 0.7035823682550778, Physogyra lichtensteini
0.8271329835462156, 0.6481914952471342, Pachyseris
0.3658874194453743, 0.08166024713595921, Hydnophora rigida
0.9243538314222987, 0.12185360843906379, Hydnophora rigida
0.6162527129513438, 0.5150556576892923, Unknown
0.40820335789247264, 0.8821045218048633, Hydnophora rigida
0.30535195243441104, 0.5111420832601733, Unknown
0.4584644806811633, 0.941401025640672, Unknown
0.5491229456732276, 0.45884815943560775, Seriatopora
0.6606403654842613, 0.6969859675382635, Hydnophora rigida
0.845359093410718, 0.5253393736507395, Hydnophora rigida
0.5570696074757083, 0.5250522935535364, Hydnophora rigida
0.8956752574606683, 0.05447884910596712, Seriatopora
0.5461791859432318, 0.4415222765197844, Favites
0.819158661294574, 0.18194745235395549, Favites
0.5381873792751026, 0.731991837411512, Pachyseris
0.5107897998488097, 0.3311888161619384, Hydnophora rigida
0.8061547266492252, 0.35025877207575384, Unknown
0.38551480926448256, 0.7662632190530537, Hydnophora rigida
0.16357748341801026, 0.12131418660374149, Physogyra lichtensteini
0.4429917241014807, 0.58891327878126, Hydnophora rigida
0.5760085114837215, 0.6827121715926366, Seriatopora
0.09386332278357745, 0.42664198894033356, Hydnophora rigida
0.673911018404158, 0.9628948703508405, Hydnophora rigida
0.1496302430229639, 0.7914792210518992, Unknown
0.15401133266563227, 0.8634686727336881, Hydnophora rigida
0.5407524404420014, 0.020240074024641563, Physogyra lichtensteini
0.9878368625602798, 0.6280133565392179, Hydnophora rigida
0.4413076391981521, 0.3796699142397312, Pachyseris
0.8108044424868079, 0.8776250794924216, Pachyseris
0.26280502342274603, 0.1026810790525885, Hydnophora rigida
0.261183090309954, 0.08009356670274148, Favites
0.94488066089459, 0.4510234579406256, Hydnophora rigida
0.16844578161408763, 0.1800808095672165, Pachyseris
0.3428221426434692, 0.28174848441328915, Hydnophora rigida
0.5017424032444602, 0.6386917055002119, Hydnophora rigida
0.8709120118285405, 0.07032967568559556, Favites
0.6255482611643565, 0.320712723963681, Unknown
0.5475435201764297, 0.4735324236356675, Hydnophora rigida
0.2906694676828022, 0.8632010926089183, Pachyseris
0.6169773883553294, 0.9420766642966377, Hydnophora rigida
0.7460317225157674, 0.28685954867575214, Hydnophora rigida
0.9311487409708719, 0.08316778647133682, Favites
0.22420630362928462, 0.07647814100126304, Hydnophora rigida
0.08108000770069101, 0.11124690936782089, Favites
0.18412981122401406, 0.26017179304317883, Seriatopora
0.1384888909141182, 0.8448612748673585, Unknown
0.4796998064626168, 0.9860302831254226, Hydnophora rigida
0.5113337129696532, 0.02363917530595805, Hydnophora rigida
0.9506169805373137, 0.6513309203434886, Favites
0.7958512195317452, 0.4160373035645252, Hydnophora rigida
0.8021208304701071, 0.7810167198421889, Hydnophora rigida
0.23494030947487787, 0.18952043605722357, Seriatopora
0.06725497030390204, 0.3963471288650158, Unknown
0.03149565775280827, 0.6862361633803407, Hydnophora rigida
0.5774398443850759, 0.3254344084963273, Favites
0.16005091154160467, 0.7625439174436184, Hydnophora rigida
0.9688616558459507, 0.14569536773684066, Hydnophora rigida
0.13007220968407074, 0.9052438522831533, Hydnophora rigida
0.5109946569491535, 0.38891537056797487, Hydnophora rigida
0.9044681770286722, 0.48993958329618037, Seriatopora
0.9029737555293093, 0.5569438098412306, Hydnophora rigida
0.7653168699539199, 0.21431227753743398, Favites
0.677826791356557, 0.46738710717893417, Physogyra lichtensteini
0.10627389382533137, 0.6679490957145703, Favites
0.3946377052910679, 0.9988823924513708, Hydnophora rigida
0.09673246566119642, 0.5417185781248371, Hydnophora rigida
0.6156281372126303, 0.32564655969898726, Hydnophora rigida
0.9017005002266428, 0.9190716978284663, Favites
0.6041939937700495, 0.11227652836204927, Hydnophora rigida
0.40772887871930275, 0.5194649252453095, Hydnophora rigida
0.47752820441262145, 0.7411441657075745, Favites
0.5697852311151902, 0.6083725695413493, Hydnophora rigida
0.8205245810550641, 0.08578558108717205, Favites
0.21260606154697081, 0.39973240201832816, Favites
0.3538791354886627, 0.12331222909779993, Hydnophora rigida
0.7986778575506138, 0.01496075726619095, Pachyseris
0.4359335570524616, 0.8729200014153975, Seriatopora
0.5501626020454112, 0.9270759203272634, Physogyra lichtensteini
0.15956802075668064, 0.23527244003932724, Hydnophora rigida
0.06139559201804734, 0.6559031599380173, Unknown
0.24713067727439442, 0.7324094413472995, Seriatopora
0.4919526550855682, 0.6658315561404533, Hydnophora rigida
0.9360444831885328, 0.4302284281035218, Hydnophora rigida
0.5687417686410756, 0.8726346196145528, Physogyra lichtensteini
0.46838153560328655, 0.3449509816737557, Hydnophora rigida
0.97083883093404, 0.3621980098137234, Physogyra lichtensteini
0.9764474904905399, 0.550989777316002, Pachyseris
0.5280231943028334, 0.5312015024436896, Hydnophora rigida
0.86518462625847, 0.4296879482121311, Unknown
0.869875247350638, 0.294507259123056, Hydnophora rigida
0.7966151965559408, 0.7879781051052425, Physogyra lichtensteini
0.8052994779054325, 0.8936299484329311, Unknown
0.3498671822560605, 0.6652567323696169, Hydnophora rigida
0.4747239021673195, 0.8686642768452878, Seriatopora
0.7901169933551477, 0.014135164951466828, Hydnophora rigida
0.9731281087973805, 0.40317070909630726, Hydnophora rigida
0.48481601453189904, 0.6477651356216868, Unknown
0.5170476899475323, 0.005541530424636565, Pachyseris
0.036065578146655786, 0.9803941810335051, Pachyseris
0.2329553667041162, 0.2170418496028811, Hydnophora rigida
0.988823948743203, 0.5750075268589029, Hydnophora rigida
0.40203287937805854, 0.276949296665684, Hydnophora rigida
0.5285583951577839, 0.42968090698484307, Seriatopora
0.8570467051601875, 0.7507703933647325, Physogyra lichtensteini
0.21456530539413798, 0.8306491491092933, Unknown
0.09942443739190576, 0.0048908225469294075, Hydnophora rigida
0.8634111019050119, 0.8242468990386059, Hydnophora rigida
0.42316937662949616, 0.37639050720910083, Hydnophora rigida
0.28994357742386945, 0.7152468492364905, Hydnophora rigida
0.502403531301203, 0.1725608342320516, Unknown
0.5121090671629401, 0.39885113715295983, Pachyseris
0.3688182018905566, 0.8470633288584111, Physogyra lichtensteini
0.8788388307647613, 0.12297912389782262, Hydnophora rigida
0.3118714968670868, 0.24345311882785214, Unknown
0.8348395119971578, 0.26623715963618244, Hydnophora rigida
0.5306344588423572, 0.7567026706886927, Hydnophora rigida
0.43775278383937866, 0.6710562809002492, Seriatopora
0.06493237601466306, 0.1331230690897116, Physogyra lichtensteini
0.758423411032904, 0.9591976230749193, Seriatopora
0.19431592017726917, 0.08839408019212924, Seriatopora
0.22506995255583329, 0.8910778298692862, Hydnophora rigida
0.6045233503705664, 0.5856239447130749, Unknown
0.8905828844105639, 0.05977699751795118, Hydnophora rigida
0.6616066228572008, 0.18508009786026636, Favites
0.571229013131873, 0.800707654084031, Seriatopora
0.461665540393672, 0.4497509755024519, Hydnophora rigida
0.8894714389870502, 0.5514227379154568, Hydnophora rigida
0.31863515003303877, 0.9595702417928685, Hydnophora rigida
0.10436693772801486, 0.4006884921185433, Hydnophora rigida
0.9717584137466125, 0.11075843224191972, Hydnophora rigida
0.4330856053957989, 0.2432538952513128, Seriatopora
0.13482358083779933, 0.18682424257101748, Pachyseris
0.836427501099597, 0.6619487826498748, Hydnophora rigida
0.004500569533098964, 0.24098919189419887, Hydnophora rigida
0.4914742036208316, 0.07205798802298613, Pachyseris
0.8370748923607135, 0.5368911350607174, Pachyseris
0.7727521323323236, 0.7508662669466367, Seriatopora
0.0008763918571776941, 0.623012387090639, Hydnophora rigida
0.16131749444254895, 0.18841969902272626, Favites
0.9661880981742157, 0.6980816693485697, Hydnophora rigida
0.9032031577269531, 0.2035317783427234, Hydnophora rigida
0.9969460568225625, 0.8276280284316282, Hydnophora rigida
0.35536466577640236, 0.6560579387670792, Seriatopora
0.7778536651585287, 0.4548550872267515, Hydnophora rigida
0.7040126439060778, 0.41673756847002275, Hydnophora rigida
0.035468431895739005, 0.6540495944872082, Hydnophora rigida
0.028858899299473495, 0.6885704596208808, Hydnophora rigida
0.9429106869005641, 0.4726627315419295, Seriatopora
0.014625467460416375, 0.6171091244076404, Hydnophora rigida
0.047020260934344416, 0.6121090444253136, Seriatopora
0.14419247828599402, 0.28313329628072537, Hydnophora rigida
0.044177757510978743, 0.508330460781746, Hydnophora rigida
0.838970708478417, 0.045700840344607196, Seriatopora
